enterprise_id,enterprise_type,fiscal_quarter,revenue_inr,raw_material_cost,energy_cost,logistics_cost,labour_cost,opex_total,capex,gst_input_credit,gst_output_tax,gst_refund_claimed,gst_refund_anomaly,export_incentive_claimed,bank_od_utilization_pct,related_party_txn_pct,is_shell_entity
UDYAM-TN-15-23-0660352,Micro,2023Q2,668839,257313,78496,41453,79270,456532,10139,69476,120391,69476,0,11127,69.8,9.2,0
UDYAM-TN-15-23-0660352,Micro,2023Q3,599761,184156,64431,57296,146691,452574,16449,66293,107957,66293,0,15230,21.8,9.2,0
UDYAM-TN-15-23-0660352,Micro,2023Q4,597659,273004,51347,56778,76414,457543,14899,68648,107579,68648,0,4594,70.2,9.2,0
UDYAM-TN-15-23-0660352,Micro,2024Q1,687640,275214,63204,65419,150418,554255,29552,91816,123775,91816,0,16803,84.4,9.2,0
UDYAM-TN-15-23-0660352,Micro,2024Q2,815713,364060,73969,52213,130232,620474,1130,98360,146828,98360,0,39640,42.5,9.2,0
UDYAM-TN-15-23-0660352,Micro,2024Q3,744494,370479,59699,58421,148810,637407,34249,109057,134009,109057,0,6848,56.9,9.2,0
UDYAM-TN-15-23-0660352,Micro,2024Q4,576325,224594,53954,51596,89068,419212,14162,63556,103739,63556,0,26787,26.6,9.2,0
UDYAM-TN-26-20-0364826,Small,2022Q1,9411204,4431619,1056949,572891,1362823,7424281,255540,1193418,1694017,1193418,0,133095,11.9,10.1,0
UDYAM-TN-26-20-0364826,Small,2022Q2,10972326,4122078,1187899,614931,2692865,8617772,456037,1353849,1975019,1353849,0,364431,37.5,10.1,0
UDYAM-TN-26-20-0364826,Small,2022Q3,7593638,2699383,474722,518789,1290759,4983654,227563,862912,1366855,862912,0,81584,57.5,10.1,0
UDYAM-TN-26-20-0364826,Small,2022Q4,6971478,3065907,583900,664748,1695723,6010279,51638,969231,1254866,969231,0,169780,72.5,10.1,0
UDYAM-TN-26-20-0364826,Small,2023Q1,7876855,3353417,438895,497336,996429,5286077,205775,927086,1417834,927086,0,71172,68.8,10.1,0
UDYAM-TN-26-20-0364826,Small,2023Q2,10260224,4493576,739309,753493,2394194,8380571,286009,1229848,1846840,1229848,0,405684,79.5,10.1,0
UDYAM-TN-26-20-0364826,Small,2023Q3,9640491,3594111,905883,813013,1109650,6422658,198843,1117875,1735288,1117875,0,75598,18.2,10.1,0
UDYAM-TN-26-20-0364826,Small,2023Q4,6022168,2263406,345859,452585,829750,3891600,142002,641352,1083990,641352,0,248920,67.4,10.1,0
UDYAM-TN-26-20-0364826,Small,2024Q1,9560794,3821500,940923,557513,2353244,7673180,90792,1244918,1720943,1244918,0,112083,93.5,10.1,0
UDYAM-TN-26-20-0364826,Small,2024Q2,9044776,3216234,614777,882119,2077797,6790928,343021,1018556,1628060,1018556,0,242392,61.4,10.1,0
UDYAM-TN-26-20-0364826,Small,2024Q3,9566495,3619852,1038229,478966,1442175,6579222,348984,1039545,1721969,1039545,0,269550,28.2,10.1,0
UDYAM-TN-26-20-0364826,Small,2024Q4,7627968,2422273,777176,761099,1701813,5662361,340441,968425,1373034,968425,0,332857,66.3,10.1,0
UDYAM-TN-04-22-0998079,Micro,2022Q1,229159,69373,15152,17105,25216,126845,5443,22203,41249,22203,0,2077,83.6,7.6,0
UDYAM-TN-04-22-0998079,Micro,2022Q2,313187,94011,22985,20657,34462,172116,7544,25480,56374,25480,0,2214,16.2,7.6,0
UDYAM-TN-04-22-0998079,Micro,2022Q3,198052,81738,19847,18608,26879,147072,7526,23547,35649,23547,0,4453,41.3,7.6,0
UDYAM-TN-04-22-0998079,Micro,2022Q4,189344,94600,12944,18452,22533,148530,1798,22375,34082,22375,0,2564,14.5,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q1,227047,79929,23851,13047,31168,147995,9667,24451,40868,24451,0,6145,73.8,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q2,318534,117566,36728,29567,39584,223445,5486,33210,57336,33210,0,6910,84.0,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q3,280737,91301,21347,23867,41110,177625,13348,25719,50533,25719,0,11947,53.8,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q4,163826,68904,12863,9753,37858,129378,5454,23002,29489,23002,0,3801,20.7,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q1,273082,131313,20819,15561,27441,195135,12728,30585,49155,30585,0,8209,81.5,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q2,260011,104262,17671,21218,28000,171150,9145,30461,46802,30461,0,4977,37.8,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q3,228096,110106,13028,18726,35593,177454,4248,31690,41057,31690,0,4632,49.3,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q4,191087,66310,11256,14610,26660,118835,2330,20388,34396,20388,0,5336,83.2,7.6,0
UDYAM-TN-24-20-0796923,Micro,2022Q1,74265,35542,4746,5243,15036,60566,1455,9760,13368,9760,0,9,34.0,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q2,84953,27007,9054,7249,16246,59556,1671,10214,15292,10214,0,632,22.6,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q3,88866,31603,5355,4488,16809,58256,1622,9158,15996,9158,0,2927,26.7,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q4,72694,36078,5363,4801,9177,55418,1551,8813,13085,8813,0,1238,28.0,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q1,104632,33787,8615,7914,14391,64707,2783,9744,18834,9744,0,246,41.7,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q2,98555,36252,10843,9419,18409,74923,1955,12794,17740,12794,0,3827,44.5,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q3,102994,34539,10433,5572,19023,69567,1826,12257,18539,12257,0,4457,18.8,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q4,59207,29345,4508,5468,11859,51180,1576,7798,10657,7798,0,1036,15.6,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q1,74124,28049,7052,4537,8356,47995,445,7975,13342,7975,0,452,70.1,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q2,92522,32208,10411,7759,21181,71559,1979,12411,16654,12411,0,2034,63.2,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q3,100928,33846,9572,8277,14548,66243,1721,11139,18167,11139,0,3801,29.4,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q4,61145,28006,3792,5275,8800,45873,37,7518,11006,7518,0,1082,43.8,1.5,0
UDYAM-TN-37-22-0558137,Micro,2022Q1,305044,113006,33930,29926,36085,212946,4617,31227,54908,31227,0,10004,81.1,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q2,330659,109568,31718,30204,61711,233201,4079,35350,59519,35350,0,7099,52.0,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q3,259969,109426,30757,25948,33688,199819,7439,29062,46794,29062,0,4430,38.7,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q4,216762,87654,24462,16312,30263,158691,4107,25505,39017,25505,0,4267,48.5,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q1,346021,162668,36611,19581,85655,304515,5039,49665,62284,49665,0,841,56.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q2,300889,127334,20441,15065,49219,212059,15012,31714,54160,31714,0,7238,74.7,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q3,276520,107448,23484,15576,35966,182475,569,30408,49774,30408,0,9138,20.0,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q4,273339,89034,19753,16874,64827,190489,12150,29384,49201,29384,0,2729,16.5,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q1,293533,116990,21922,21416,71391,231718,9892,37887,52836,37887,0,13314,79.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q2,331828,125017,26099,28723,75424,255262,14329,44842,59729,44842,0,804,27.4,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q3,296736,92802,18139,18184,33324,162449,12761,23677,53412,23677,0,9223,14.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q4,271905,96762,14328,14959,41136,167185,9196,28561,48943,28561,0,10060,46.6,10.6,0
UDYAM-TN-06-23-0540660,Micro,2022Q1,767753,364470,69996,58468,175885,668818,13947,107774,138196,107774,0,27428,71.0,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q2,1158000,352633,90635,97816,196780,737864,56591,114598,208440,114598,0,49491,80.7,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q3,931965,285049,102389,80613,147545,615595,42114,109080,167754,109080,0,39803,93.2,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q4,809256,353023,54447,67824,144009,619304,8179,96212,145666,96212,0,22063,27.7,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q1,1042572,356457,80852,98441,259571,795321,36613,121281,187663,121281,0,6159,68.9,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q2,1294684,617045,70365,78829,176442,942682,19928,155812,233043,155812,0,26702,20.8,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q3,994729,478520,73221,65397,221260,838398,35571,144210,179051,144210,0,44023,55.7,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q4,666019,203062,69182,46652,86003,404899,26317,68817,119883,68817,0,6321,34.6,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q1,1000549,480179,84925,83390,157342,805836,45114,142774,180099,142774,0,48157,59.5,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q2,1070076,513808,111920,59491,220002,905220,6139,134586,192614,134586,0,11241,45.4,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q3,877368,339447,46703,48380,200438,634968,22706,106013,157926,106013,0,1650,51.4,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q4,806557,273288,51582,54175,201171,580216,18378,87583,145180,87583,0,47,82.0,13.0,0
UDYAM-TN-29-23-0000709,Small,2022Q1,4561963,1502743,452049,328724,998229,3281744,183382,568316,821153,568316,0,18095,44.5,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q2,5082766,1609854,565963,434504,665989,3276310,106773,528767,914898,528767,0,172587,87.7,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q3,4337988,1357138,283439,250602,665009,2556187,107438,458061,780838,458061,0,169446,39.9,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q4,3446018,1550120,210413,186339,376958,2323830,35944,388394,620283,388394,0,118084,46.0,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q1,5933967,2321871,329117,433006,1415750,4499744,196399,698302,1068114,698302,0,163712,86.0,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q2,5691329,2724085,639747,337717,1287924,4989473,136071,815713,1024439,815713,0,8986,78.8,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q3,4465578,1798307,308259,280082,1105990,3492638,206034,544105,803804,544105,0,154378,20.1,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q4,4342306,1664750,401455,383666,983655,3433525,140270,605911,781615,605911,0,62959,88.9,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q1,5690717,2022827,668464,338155,1285586,4315031,266043,709603,1024329,709603,0,64341,27.1,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q2,5568915,1747258,342915,392681,886534,3369388,20300,538035,1002405,538035,0,264794,86.8,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q3,5921060,1778806,558440,393119,722112,3452478,167423,546042,1065791,546042,0,77717,24.2,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q4,4401859,1690793,382089,256799,1095026,3424707,7909,506670,792335,506670,0,203313,36.8,4.5,0
UDYAM-TN-01-22-0856801,Micro,2022Q1,875887,418240,44434,73587,92476,628737,32554,94239,157660,94239,0,14768,22.2,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q2,1077385,359832,123680,97007,256269,836787,25142,144193,193929,144193,0,37375,84.9,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q3,967455,373726,67081,89246,144316,674368,11074,106820,174142,106820,0,35377,92.3,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q4,610287,262903,34804,32198,88195,418101,21610,64939,109852,64939,0,18101,56.7,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q1,867869,429801,76142,61186,127201,694329,6337,121130,156216,121130,0,2334,30.3,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q2,1280783,497381,133505,125978,141388,898250,10358,143083,230541,143083,0,22434,32.1,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q3,810882,311696,65090,49432,113725,539943,650,93143,145959,93143,0,7165,79.3,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q4,674879,306866,51512,65475,77387,501239,15570,74102,121478,74102,0,23821,79.6,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q1,947076,365930,76245,64203,126493,632871,8602,109027,170474,109027,0,46124,74.6,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q2,1104460,349849,69791,108619,223343,751602,39550,118848,198803,118848,0,47253,33.6,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q3,745280,325711,76548,54795,133265,590318,28395,87772,134150,87772,0,28100,37.0,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q4,603813,220348,49998,33546,91285,395178,18209,61446,108686,61446,0,18550,70.1,7.2,0
UDYAM-TN-27-23-0901737,Micro,2022Q1,782766,237152,50564,63853,180198,531767,31506,90552,140898,90552,0,22565,10.3,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q2,1076389,393802,72066,62295,223453,751615,43381,111458,193750,111458,0,16341,21.7,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q3,707319,343234,47750,68764,133918,593666,27268,97753,127317,97753,0,26910,10.9,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q4,564462,254265,57021,35436,61308,408030,23099,64708,101603,64708,0,7104,88.3,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q1,753875,320584,81293,55697,133572,591145,26954,89933,135698,89933,0,29474,76.4,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q2,973483,336166,94624,89860,130164,650815,17620,107153,175227,107153,0,9172,17.6,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q3,860472,413157,90619,55704,97427,656907,36865,103589,154885,103589,0,36916,59.2,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q4,766481,352034,76784,70492,180594,679904,13717,99141,137967,99141,0,10334,21.0,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q1,849972,341457,49204,53745,201211,645617,16073,100652,152995,100652,0,40135,36.2,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q2,1087468,405748,85072,76047,197457,764323,7774,118365,195744,118365,0,9347,55.8,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q3,720951,304406,84765,49821,99986,538978,32839,96644,129771,96644,0,8067,23.3,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q4,646675,285645,52896,43055,125637,507233,7025,80946,116401,80946,0,20945,73.0,1.8,0
UDYAM-TN-19-20-0821876,Small,2022Q1,5398917,2207596,460473,387998,878006,3934073,157302,582541,971805,582541,0,243098,38.3,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q2,5312658,2642643,527027,281336,538471,3989477,97722,587089,956278,587089,0,48664,80.3,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q3,3988467,1688809,382239,316914,633498,3021459,80416,451604,717924,451604,0,75852,17.2,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q4,3286495,1209999,260251,280008,401412,2151671,60226,382749,591569,382749,0,98796,29.9,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q1,5113036,2081630,578302,451350,617425,3728707,29022,540450,920347,540450,0,168613,27.4,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q2,5792734,1776749,425905,356801,1417746,3977200,128187,687255,1042692,687255,0,76690,32.3,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q3,4656057,2075774,515777,352436,871441,3815428,123442,560583,838090,560583,0,198311,12.2,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q4,3467431,1149258,220785,327129,722936,2420108,37466,354049,624138,354049,0,146540,79.0,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q1,5294873,2438479,336028,528801,1248707,4552015,192130,662413,953077,662413,0,91791,43.1,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q2,4582781,1640726,528165,398751,477880,3045522,142251,495069,824901,495069,0,150740,50.7,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q3,5238712,1984956,384737,374331,531249,3275272,259615,565640,942968,565640,0,228551,62.0,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q4,3815352,1295107,400454,257785,807241,2760587,141587,485366,686763,485366,0,134001,42.9,1.7,0
UDYAM-TN-33-22-0659105,Medium,2022Q1,93775178,28977063,7226713,5485733,15343361,57032870,3112415,10248375,16879532,10248375,0,173720,77.7,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q2,102555285,34362997,12257910,9516792,13420501,69558200,4700355,11790103,18459951,11790103,0,2988652,75.1,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q3,96613055,47999656,10616309,7925424,10938157,77479547,481451,13509789,17390350,13509789,0,506100,12.2,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q4,65153232,29909902,3374356,5109633,6613584,45007475,52182,7691756,11727582,7691756,0,1139491,63.4,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q1,85582564,35999706,8787582,5063910,8577215,58428413,1439345,8424722,15404862,8424722,0,2273808,20.8,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q2,104299636,41125978,6019576,6926494,11549056,65621104,1441663,10688542,18773935,10688542,0,3813903,80.7,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q3,94497541,31077618,6932601,8789068,20641937,67441224,1515505,12120828,17009557,12120828,0,3300375,31.8,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q4,62578097,26514155,5074839,4369240,11690742,47648976,1534014,7635076,11264057,7635076,0,1804248,27.6,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q1,83953608,32616785,8492354,5669455,15836194,62614788,98042,10764534,15111649,10764534,0,1542409,46.2,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q2,130381997,64233420,13829849,7116489,27457800,112637558,3589500,17699576,23468759,17699576,0,4203432,26.7,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q3,85144527,35272378,9390360,6469372,20971509,72103619,672439,12635561,15326015,12635561,0,265917,69.9,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q4,69924623,34203428,5102860,6641392,16949797,62897476,350446,9909723,12586432,9909723,0,3303140,43.8,8.1,0
UDYAM-TN-20-21-0125246,Micro,2022Q1,164523,63237,19705,14673,40152,137767,2271,22898,29614,22898,0,3845,86.2,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q2,200793,100091,18672,18408,47192,184363,5347,27924,36143,27924,0,8075,68.2,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q3,191391,62509,20138,10547,42529,135723,1031,20071,34450,20071,0,5423,82.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q4,166589,61399,16754,13029,19525,110707,3718,15964,29986,15964,0,3099,78.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q1,201285,78216,16325,15563,49862,159966,1796,28765,36231,28765,0,7093,51.0,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q2,222078,75147,19921,15320,44820,155207,5965,25878,39974,25878,0,7788,76.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q3,177745,77147,10604,16473,20439,124663,1443,18721,31994,18721,0,8052,82.3,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q4,178413,63239,21113,13490,33479,131320,1433,19596,32114,19596,0,7801,11.6,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q1,152344,58430,17300,14551,23715,113997,6826,19113,27422,19113,0,3883,30.3,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q2,257596,104364,26823,21579,59490,212256,4575,30740,46367,30740,0,10787,88.3,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q3,172281,70490,20362,14900,40523,146275,6694,24714,31011,24714,0,2997,79.9,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q4,178368,57006,12354,11694,26737,107791,6035,18058,32106,18058,0,4680,54.0,7.8,0
UDYAM-TN-24-21-0267509,Small,2022Q1,15810767,5249168,942985,1386575,1792570,9371299,701290,1683230,2845938,1683230,0,176832,53.1,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q2,13573996,6245897,1164005,912864,2914992,11237758,378271,1740704,2443319,1740704,0,547069,59.4,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q3,12839452,4467955,711327,972724,1420365,7572372,9773,1144329,2311101,1144329,0,103769,64.4,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q4,10277415,4214006,597452,794147,2069631,7675236,176558,1179759,1849935,1179759,0,281721,39.3,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q1,16127773,7169648,894334,1574581,1777398,11415961,736757,1811842,2902999,1811842,0,329483,24.3,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q2,19478466,7510005,1123037,1704062,2446241,12783345,394901,2299433,3506124,2299433,0,90810,40.7,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q3,13754945,5673387,1074977,1016107,3198578,10963049,99573,1719243,2475890,1719243,0,265564,73.9,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q4,12413966,4599114,717697,833648,1310168,7460627,48295,1165490,2234514,1165490,0,446725,47.7,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q1,13272342,4756417,1178391,1220500,2266688,9421996,55953,1652992,2389022,1652992,0,502243,21.9,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q2,19300142,8517951,2246829,1262486,3504587,15531853,871340,2320444,3474026,2320444,0,584029,90.3,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q3,14380919,4773580,1199256,1353577,2125982,9452395,304165,1607116,2588565,1607116,0,535206,59.7,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q4,11890983,4921364,951612,722502,1916982,8512460,53467,1500531,2140377,1500531,0,23467,70.5,1.7,0
UDYAM-TN-37-22-0125201,Micro,2022Q1,517111,238862,32101,31475,98673,401111,24136,67194,93080,67194,0,25081,57.4,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q2,841632,411774,96559,65017,101088,674437,40389,118101,151494,118101,0,34592,59.7,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q3,636496,224744,63439,49505,138703,476390,24459,80007,114569,80007,0,5950,82.7,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q4,462273,174829,34842,23842,62630,296143,14121,46894,83209,46894,0,21646,16.1,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q1,676838,229068,40073,56744,116427,442311,24179,69259,121831,69259,0,31052,69.2,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q2,766263,272011,78162,48995,86260,485428,466,71190,137927,71190,0,21704,48.4,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q3,535528,191511,46563,52949,72329,363353,19884,65007,96395,65007,0,1733,46.3,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q4,454616,158167,37626,41969,61192,298955,7708,51483,81831,51483,0,12125,50.5,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q1,545752,230483,58941,52661,62752,404837,4294,72330,98235,72330,0,5281,36.2,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q2,669419,302809,67400,61034,80878,512121,2559,78985,120495,78985,0,5529,10.4,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q3,703107,267321,57563,38882,76680,440447,27098,65203,126559,65203,0,32550,92.4,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q4,573953,177599,51407,36315,82076,347396,21381,58173,103312,58173,0,24734,84.1,12.1,0
UDYAM-TN-10-20-0977690,Small,2022Q1,12728287,6257769,646462,677553,1695975,9277759,547143,1396014,2291092,1396014,0,496592,79.5,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q2,16713781,7813745,932207,1537471,2217913,12501336,237109,1967454,3008480,1967454,0,662476,25.3,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q3,13848470,5329488,1269921,1240545,1414209,9254163,135312,1561675,2492725,1561675,0,29722,46.1,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q4,9420193,4532077,842684,721812,2221368,8317941,434435,1232989,1695635,1232989,0,95691,24.1,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q1,11297454,4009279,1187379,817106,2790785,8804548,434485,1559610,2033542,1559610,0,497664,24.1,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q2,15544687,7338319,1255330,964388,3456611,13014647,645378,1905153,2798044,1905153,0,761502,93.4,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q3,16764349,7552175,1059104,1222824,2873710,12707812,261283,2181611,3017583,2181611,0,765464,30.0,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q4,10880304,3332685,699511,734627,2256517,7023340,178482,1245441,1958455,1245441,0,361252,22.0,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q1,11762878,5244022,761176,849650,2926168,9781016,1630,1443271,2117318,1443271,0,182077,52.7,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q2,15328977,5259333,1320402,1305828,1580297,9465860,210051,1649503,2759216,1649503,0,382446,69.3,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q3,12223602,4927367,1311221,1195411,1581207,9015206,128684,1383557,2200248,1383557,0,511215,52.0,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q4,11509760,4380516,1215177,669198,2562853,8827744,83368,1340976,2071757,1340976,0,248840,67.5,12.6,0
UDYAM-TN-09-23-0078466,Small,2022Q1,12332758,3964184,1386267,1035016,2136747,8522214,512919,1241235,2219896,1241235,0,78135,43.7,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q2,14158517,5364066,1687085,1202783,3427918,11681852,696206,1924300,2548533,1924300,0,139789,26.0,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q3,12100475,4643109,736381,1070301,1630702,8080492,384415,1254564,2178086,1254564,0,462122,91.0,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q4,7591724,2387717,580791,401043,1666918,5036469,281898,774156,1366510,774156,0,9388,74.6,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q1,12314684,5145785,1265941,759628,2047847,9219201,63631,1393365,2216643,1393365,0,413066,73.8,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q2,15269457,4631901,1574580,799307,3544151,10549939,186665,1842273,2748502,1842273,0,282840,63.7,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q3,13222716,5134573,1213756,1215114,1700572,9264015,41521,1620945,2380089,1620945,0,658449,28.2,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q4,10059362,3368896,1135601,608022,1900510,7013028,2473,1160418,1810685,1160418,0,185359,32.2,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q1,9844011,4542995,1114418,517937,1696847,7872197,121366,1359185,1771922,1359185,0,49308,63.4,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q2,14449784,4762793,1490383,852642,3601515,10707334,148358,1542987,2600961,1542987,0,639896,82.3,2.0,0
